OccurredAtUtc	EventKind	Subject	Detail
2026-06-03T16:45:27.3180274+00:00	WorkerEvent	Layer06Node06.select-l06-n06	TaskStarted; ExitCode=0; 
2026-06-03T16:45:27.5921043+00:00	WorkerEvent	Layer06Node06.select-l06-n06	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:27.5927059+00:00	TaskSucceeded	Layer06Node06.select-l06-n06	0
2026-06-03T16:45:27.5988761+00:00	WorkerEvent	Layer06Node05.export-l06-n05	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:27.5994286+00:00	TaskSucceeded	Layer06Node05.export-l06-n05	0
2026-06-03T16:45:27.6136728+00:00	WorkerEvent	Layer06Node06	Closed; ExitCode=0; 
2026-06-03T16:45:27.6144602+00:00	WorkerStarting	Layer06Node07	meta-pipeline
2026-06-03T16:45:27.6840439+00:00	WorkerStarted	Layer06Node07	30692
2026-06-03T16:45:27.6843459+00:00	WorkerControlPipe	Layer06Node07	meta-orchestration-77e2ee70c0c24e99aba06b8f326b73ce
2026-06-03T16:45:27.6846531+00:00	WorkerLog	Layer06Node07	stdout=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Node07-30692.stdout.log; stderr=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Node07-30692.stderr.log
2026-06-03T16:45:27.6850913+00:00	WorkerEvent	Layer06Node05	Closed; ExitCode=0; 
2026-06-03T16:45:27.6859245+00:00	WorkerStarting	Layer06Node08	meta-pipeline
2026-06-03T16:45:27.7549682+00:00	WorkerStarted	Layer06Node08	9220
2026-06-03T16:45:27.7552715+00:00	WorkerControlPipe	Layer06Node08	meta-orchestration-063d33c4722b462f98103f966c882d0b
2026-06-03T16:45:27.7555304+00:00	WorkerLog	Layer06Node08	stdout=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Node08-9220.stdout.log; stderr=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Node08-9220.stderr.log
2026-06-03T16:45:27.7558003+00:00	WorkerEvent	Layer06Node07	WorkerOnline; ExitCode=0; online
2026-06-03T16:45:27.7567141+00:00	WorkerEvent	Layer06Node07	WorkerReady; ExitCode=0; ready
2026-06-03T16:45:27.7587058+00:00	StartPipeline	Layer06Node07	Layer06Node07
2026-06-03T16:45:27.7688815+00:00	WorkerEvent	Layer06Node08	WorkerOnline; ExitCode=0; online
2026-06-03T16:45:27.7700271+00:00	WorkerEvent	Layer06Node08	WorkerReady; ExitCode=0; ready
2026-06-03T16:45:27.7722504+00:00	StartPipeline	Layer06Node08	Layer06Node08
2026-06-03T16:45:28.1808742+00:00	WorkerEvent	Layer06Node07	PipelineStarted; ExitCode=0; pipeline started
2026-06-03T16:45:28.1822366+00:00	WorkerEvent	Layer06Node07.export-l06-n07	TaskReady; ExitCode=0; 
2026-06-03T16:45:28.1833012+00:00	GrantTask	Layer06Node07.export-l06-n07	Layer06Node07.export-l06-n07; GrantId=grant-84; Attempt=1
2026-06-03T16:45:28.1839741+00:00	WorkerEvent	Layer06Node07.export-l06-n07	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:28.1848157+00:00	WorkerEvent	Layer06Node07.export-l06-n07	TaskStarted; ExitCode=0; 
2026-06-03T16:45:28.2038640+00:00	WorkerEvent	Layer06Node08	PipelineStarted; ExitCode=0; pipeline started
2026-06-03T16:45:28.2053837+00:00	WorkerEvent	Layer06Node08.export-l06-n08	TaskReady; ExitCode=0; 
2026-06-03T16:45:28.2061489+00:00	GrantTask	Layer06Node08.export-l06-n08	Layer06Node08.export-l06-n08; GrantId=grant-85; Attempt=1
2026-06-03T16:45:28.2066940+00:00	WorkerEvent	Layer06Node08.export-l06-n08	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:28.2073213+00:00	WorkerEvent	Layer06Node08.export-l06-n08	TaskStarted; ExitCode=0; 
2026-06-03T16:45:28.5081596+00:00	WorkerEvent	Layer06Node07.export-l06-n07	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:28.5088700+00:00	TaskSucceeded	Layer06Node07.export-l06-n07	0
2026-06-03T16:45:28.5282524+00:00	WorkerEvent	Layer06Node08.export-l06-n08	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:28.5288372+00:00	TaskSucceeded	Layer06Node08.export-l06-n08	0
2026-06-03T16:45:28.5294413+00:00	WorkerEvent	Layer06Node07	Closed; ExitCode=0; 
2026-06-03T16:45:28.5300357+00:00	WorkerResuming	BridgeL05L06	ResumeTaskId=BridgeL05L06.bridge-l05-l06-south; Executable=meta-pipeline
2026-06-03T16:45:28.6068185+00:00	WorkerStarted	BridgeL05L06	25220
2026-06-03T16:45:28.6071327+00:00	WorkerControlPipe	BridgeL05L06	meta-orchestration-a4dc5d2da2b64e14b72219c9720cd377
2026-06-03T16:45:28.6074146+00:00	WorkerLog	BridgeL05L06	stdout=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\BridgeL05L06-25220.stdout.log; stderr=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\BridgeL05L06-25220.stderr.log
2026-06-03T16:45:28.6077837+00:00	WorkerEvent	Layer06Node08	Closed; ExitCode=0; 
2026-06-03T16:45:28.6084719+00:00	WorkerStarting	Layer06Node09	meta-pipeline
2026-06-03T16:45:28.6778365+00:00	WorkerStarted	Layer06Node09	15480
2026-06-03T16:45:28.6781200+00:00	WorkerControlPipe	Layer06Node09	meta-orchestration-917817f2daec4555999e5f495e2a00d0
2026-06-03T16:45:28.6783574+00:00	WorkerLog	Layer06Node09	stdout=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Node09-15480.stdout.log; stderr=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Node09-15480.stderr.log
2026-06-03T16:45:28.6786218+00:00	WorkerEvent	BridgeL05L06	WorkerOnline; ExitCode=0; online
2026-06-03T16:45:28.6796094+00:00	WorkerEvent	BridgeL05L06	WorkerReady; ExitCode=0; ready
2026-06-03T16:45:28.6817584+00:00	StartPipeline	BridgeL05L06	BridgeL05L06
2026-06-03T16:45:28.6978206+00:00	WorkerEvent	Layer06Node09	WorkerOnline; ExitCode=0; online
2026-06-03T16:45:28.6993911+00:00	WorkerEvent	Layer06Node09	WorkerReady; ExitCode=0; ready
2026-06-03T16:45:28.7016021+00:00	StartPipeline	Layer06Node09	Layer06Node09
2026-06-03T16:45:29.1203302+00:00	WorkerEvent	Layer06Node09	PipelineStarted; ExitCode=0; pipeline started
2026-06-03T16:45:29.1217624+00:00	WorkerEvent	Layer06Node09.select-l06-n09	TaskReady; ExitCode=0; 
2026-06-03T16:45:29.1226315+00:00	GrantTask	Layer06Node09.select-l06-n09	Layer06Node09.select-l06-n09; GrantId=grant-86; Attempt=1
2026-06-03T16:45:29.1232089+00:00	WorkerEvent	Layer06Node09.select-l06-n09	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:29.1239433+00:00	WorkerEvent	Layer06Node09.select-l06-n09	TaskStarted; ExitCode=0; 
2026-06-03T16:45:29.2219816+00:00	WorkerEvent	BridgeL05L06	PipelineStarted; ExitCode=0; pipeline started
2026-06-03T16:45:29.2234402+00:00	WorkerEvent	BridgeL05L06.bridge-l05-l06-south	TaskReady; ExitCode=0; 
2026-06-03T16:45:29.2241816+00:00	GrantTask	BridgeL05L06.bridge-l05-l06-south	BridgeL05L06.bridge-l05-l06-south; GrantId=grant-87; Attempt=1
2026-06-03T16:45:29.2246721+00:00	WorkerEvent	BridgeL05L06.bridge-l05-l06-south	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:29.2256672+00:00	WorkerEvent	BridgeL05L06.bridge-l05-l06-south	TaskStarted; ExitCode=0; 
2026-06-03T16:45:29.4168483+00:00	WorkerEvent	Layer06Node09.select-l06-n09	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:29.4174150+00:00	TaskSucceeded	Layer06Node09.select-l06-n09	0
2026-06-03T16:45:29.4414957+00:00	WorkerEvent	Layer06Node09	Closed; ExitCode=0; 
2026-06-03T16:45:29.4421747+00:00	WorkerStarting	Layer06Hub	meta-pipeline
2026-06-03T16:45:29.5157409+00:00	WorkerStarted	Layer06Hub	24840
2026-06-03T16:45:29.5160350+00:00	WorkerControlPipe	Layer06Hub	meta-orchestration-9d66137d017144079c14c95e4daf7098
2026-06-03T16:45:29.5163328+00:00	WorkerLog	Layer06Hub	stdout=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Hub-24840.stdout.log; stderr=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Hub-24840.stderr.log
2026-06-03T16:45:29.5166023+00:00	WorkerEvent	BridgeL05L06.bridge-l05-l06-south	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:29.5173777+00:00	TaskSucceeded	BridgeL05L06.bridge-l05-l06-south	0
2026-06-03T16:45:29.5303109+00:00	WorkerEvent	Layer06Hub	WorkerOnline; ExitCode=0; online
2026-06-03T16:45:29.5317639+00:00	WorkerEvent	Layer06Hub	WorkerReady; ExitCode=0; ready
2026-06-03T16:45:29.5338343+00:00	StartPipeline	Layer06Hub	Layer06Hub
2026-06-03T16:45:30.0160604+00:00	WorkerEvent	Layer06Hub	PipelineStarted; ExitCode=0; pipeline started
2026-06-03T16:45:30.0174915+00:00	WorkerEvent	Layer06Hub.hub-l06-stage	TaskReady; ExitCode=0; 
2026-06-03T16:45:30.0184419+00:00	GrantTask	Layer06Hub.hub-l06-stage	Layer06Hub.hub-l06-stage; GrantId=grant-88; Attempt=1
2026-06-03T16:45:30.0188676+00:00	WorkerEvent	Layer06Hub.hub-l06-stage	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:30.0195153+00:00	WorkerEvent	Layer06Hub.hub-l06-stage	TaskStarted; ExitCode=0; 
2026-06-03T16:45:30.2889340+00:00	WorkerEvent	Layer06Hub.hub-l06-stage	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:30.2894448+00:00	TaskSucceeded	Layer06Hub.hub-l06-stage	0
2026-06-03T16:45:30.2900137+00:00	WorkerEvent	Layer06Hub.hub-l06-curate	TaskReady; ExitCode=0; 
2026-06-03T16:45:30.2907612+00:00	GrantTask	Layer06Hub.hub-l06-curate	Layer06Hub.hub-l06-curate; GrantId=grant-89; Attempt=1
2026-06-03T16:45:30.2911386+00:00	WorkerEvent	Layer06Hub.hub-l06-curate	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:30.2918502+00:00	WorkerEvent	Layer06Hub.hub-l06-curate	TaskStarted; ExitCode=0; 
2026-06-03T16:45:30.3424441+00:00	WorkerEvent	Layer06Hub.hub-l06-curate	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:30.3429783+00:00	TaskSucceeded	Layer06Hub.hub-l06-curate	0
2026-06-03T16:45:30.3435705+00:00	WorkerEvent	Layer06Hub.hub-l06-publish	TaskReady; ExitCode=0; 
2026-06-03T16:45:30.3443508+00:00	GrantTask	Layer06Hub.hub-l06-publish	Layer06Hub.hub-l06-publish; GrantId=grant-90; Attempt=1
2026-06-03T16:45:30.3446981+00:00	WorkerEvent	Layer06Hub.hub-l06-publish	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:30.3455150+00:00	WorkerEvent	Layer06Hub.hub-l06-publish	TaskStarted; ExitCode=0; 
2026-06-03T16:45:30.4358412+00:00	WorkerEvent	Layer06Hub.hub-l06-publish	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:30.4364845+00:00	TaskSucceeded	Layer06Hub.hub-l06-publish	0
2026-06-03T16:45:30.4582427+00:00	WorkerEvent	Layer06Hub	Closed; ExitCode=0; 
